tick,frames,seconds,fps,ticks,step_ms,shell_ms,render_cpu_ms,gpu_ms,probe,process_cpu_ms,busy_frames,threaded,route_workers
600,105,1.001394,104.854,0,0.0000,703.4505,0.7335,9.3049,baseline,1086.1060,0,True,1
600,105,1.009439,104.018,0,0.0000,725.0350,0.8858,9.2360,baseline,2007.9570,0,True,1
600,106,1.004909,105.482,0,0.0000,715.2632,0.8291,9.2470,baseline,1871.2650,0,True,1
600,104,1.004247,103.560,0,0.0000,696.8687,0.7135,9.4655,baseline,951.5600,0,True,1
600,106,1.003006,105.682,0,0.0000,709.3714,0.7125,9.2335,baseline,932.3320,0,True,1
600,105,1.006246,104.348,0,0.0000,716.5617,0.7526,9.2248,baseline,947.1040,0,True,1
600,106,1.002486,105.737,0,0.0000,713.7731,0.7420,9.2348,baseline,945.5790,0,True,1
600,106,1.003639,105.616,0,0.0000,708.3954,0.6972,9.2467,baseline,931.5940,0,True,1
600,104,1.007816,103.193,0,0.0000,713.6716,0.7421,9.2664,baseline,953.5490,0,True,1
600,106,1.010499,104.899,0,0.0000,714.2271,0.7816,9.3033,baseline,956.7830,0,True,1
600,101,2.629245,38.414,0,0.0000,2346.6148,0.7391,9.2894,baseline,2604.7900,0,True,1
600,4,2.649557,1.510,0,0.0000,1872.7275,5.1390,9.1710,shadows-off,2716.7320,0,True,1
600,119,1.006852,118.190,0,0.0000,812.8772,0.5785,6.9009,shadows-off,1019.9420,0,True,1
600,123,1.004000,122.510,0,0.0000,833.9328,0.5623,6.3436,shadows-off,1040.9020,0,True,1
600,125,1.001043,124.870,0,0.0000,832.5083,0.5504,6.3213,shadows-off,1038.6470,0,True,1
600,124,1.003922,123.516,0,0.0000,827.1754,0.5859,6.3274,shadows-off,1042.5780,0,True,1
600,125,1.007849,124.026,0,0.0000,836.2220,0.5591,6.3312,shadows-off,1045.7980,0,True,1
600,121,1.007283,120.125,0,0.0000,837.3045,0.5749,6.3356,shadows-off,1047.1090,0,True,1
600,123,1.006674,122.185,0,0.0000,829.4058,0.5847,6.3520,shadows-off,1042.3580,0,True,1
600,122,1.001110,121.865,0,0.0000,824.5387,0.5933,6.3630,shadows-off,1040.8030,0,True,1
600,123,1.006773,122.173,0,0.0000,832.1580,0.5795,6.3480,shadows-off,1043.8950,0,True,1
600,123,1.003139,122.615,0,0.0000,828.5254,0.5816,6.3794,shadows-off,1042.2900,0,True,1
600,123,1.005569,122.319,0,0.0000,832.0070,0.5803,6.3455,shadows-off,1042.6210,0,True,1
600,115,2.635811,43.630,0,0.0000,2465.4553,0.6146,6.3456,shadows-off,2713.0490,0,True,1
600,4,1.063565,3.761,0,0.0000,285.3848,0.7133,6.4353,baseline,1097.8510,0,True,1
600,1,1.708492,0.585,0,0.0000,1706.3027,18.1380,12.5060,baseline,1880.8090,0,True,1
600,106,1.002069,105.781,0,0.0000,706.4343,0.7683,9.2654,baseline,941.2220,0,True,1
600,102,1.002623,101.733,0,0.0000,697.1538,0.7745,9.4737,baseline,960.3720,0,True,1
600,104,1.008507,103.123,0,0.0000,695.5136,0.7718,9.4815,baseline,966.0450,0,True,1
600,104,1.002599,103.730,0,0.0000,704.0926,0.7753,9.3174,baseline,932.8950,0,True,1
600,105,1.003044,104.681,0,0.0000,704.7278,0.7625,9.3075,baseline,934.8990,0,True,1
600,105,1.003030,104.683,0,0.0000,710.9253,0.8005,9.3085,baseline,949.7540,0,True,1
600,105,1.005440,104.432,0,0.0000,712.0655,0.7672,9.2829,baseline,939.5990,0,True,1
600,105,1.005321,104.444,0,0.0000,708.1542,0.7791,9.2957,baseline,939.5550,0,True,1
600,103,1.000512,102.947,0,0.0000,689.4436,0.7770,9.5011,baseline,970.7460,0,True,1
600,103,1.000356,102.963,0,0.0000,690.5737,0.7719,9.4975,baseline,969.8980,0,True,1
600,106,1.004644,105.510,0,0.0000,710.0889,0.6996,9.2428,baseline,935.3680,0,True,1
600,103,2.651265,38.849,0,0.0000,2359.7907,0.7648,9.2634,baseline,2630.1560,0,True,1
600,3,1.121785,2.674,0,0.0000,348.9630,0.7993,8.9483,baseline,1231.4560,0,True,1
600,1,1.677376,0.596,0,0.0000,1672.8566,17.0820,11.1700,baseline,1730.5740,0,True,1
600,108,1.011798,106.741,0,0.0000,722.9231,0.9931,9.1378,baseline,994.5860,0,True,1
